date,Google
2016-04-03,84
2016-04-04,94
2016-04-05,94
2016-04-06,98
2016-04-07,98
2016-04-08,92
2016-04-09,85
2016-04-10,84
2016-04-11,98
2016-04-12,94
2016-04-13,95
2016-04-14,93
2016-04-15,92
2016-04-16,86
2016-04-17,85
2016-04-18,95
2016-04-19,94
2016-04-20,94
2016-04-21,96
2016-04-22,100
2016-04-23,88
2016-04-24,84
2016-04-25,92
2016-04-26,92
2016-04-27,95
2016-04-28,94
2016-04-29,90
2016-04-30,87
2016-05-01,84
2016-05-02,94
2016-05-03,100
2016-05-04,98
2016-05-05,94
2016-05-06,95
2016-05-07,88
2016-05-08,86
2016-05-09,95
2016-05-10,94
2016-05-11,94
2016-05-12,93
2016-05-13,94
2016-05-14,85
2016-05-15,83
2016-05-16,93
2016-05-17,94
2016-05-18,93
2016-05-19,94
2016-05-20,92
2016-05-21,86
2016-05-22,84
2016-05-23,94
2016-05-24,94
2016-05-25,91
2016-05-26,93
2016-05-27,93
2016-05-28,87
2016-05-29,81
2016-05-30,88
2016-05-31,91
2016-06-01,96
2016-06-02,100
2016-06-03,95
2016-06-04,89
2016-06-05,86
2016-06-06,93
2016-06-07,94
2016-06-08,94
2016-06-09,97
2016-06-10,93
2016-06-11,84
2016-06-12,86
2016-06-13,90
2016-06-14,95
2016-06-15,97
2016-06-16,92
2016-06-17,90
2016-06-18,87
2016-06-19,88
2016-06-20,94
2016-06-21,91
2016-06-22,92
2016-06-23,91
2016-06-24,91
2016-06-25,88
2016-06-26,83
2016-06-27,92
2016-06-28,90
2016-06-29,93
2016-06-30,90
2016-07-01,91
2016-07-02,87
2016-07-03,86
2016-07-04,93
2016-07-05,99
2016-07-06,95
2016-07-07,95
2016-07-08,93
2016-07-09,94
2016-07-10,87
2016-07-11,95
2016-07-12,97
2016-07-13,95
2016-07-14,100
2016-07-15,93
2016-07-16,91
2016-07-17,86
2016-07-18,94
2016-07-19,99
2016-07-20,96
2016-07-21,92
2016-07-22,97
2016-07-23,91
2016-07-24,91
2016-07-25,95
2016-07-26,98
2016-07-27,95
2016-07-28,95
2016-07-29,96
2016-07-30,90
2016-07-31,88
2016-08-01,82
2016-08-02,86
2016-08-03,85
2016-08-04,91
2016-08-05,93
2016-08-06,95
2016-08-07,90
2016-08-08,94
2016-08-09,95
2016-08-10,98
2016-08-11,96
2016-08-12,92
2016-08-13,91
2016-08-14,90
2016-08-15,92
2016-08-16,96
2016-08-17,97
2016-08-18,97
2016-08-19,98
2016-08-20,96
2016-08-21,89
2016-08-22,100
2016-08-23,99
2016-08-24,92
2016-08-25,89
2016-08-26,89
2016-08-27,81
2016-08-28,77
2016-08-29,88
2016-08-30,87
2016-08-31,91
2016-09-01,95
2016-09-02,95
2016-09-03,86
2016-09-04,85
2016-09-05,90
2016-09-06,95
2016-09-07,93
2016-09-08,89
2016-09-09,88
2016-09-10,82
2016-09-11,79
2016-09-12,94
2016-09-13,97
2016-09-14,97
2016-09-15,99
2016-09-16,94
2016-09-17,86
2016-09-18,83
2016-09-19,94
2016-09-20,97
2016-09-21,96
2016-09-22,100
2016-09-23,95
2016-09-24,89
2016-09-25,82
2016-09-26,95
2016-09-27,100
2016-09-28,98
2016-09-29,97
2016-09-30,94
2016-10-01,81
2016-10-02,81
2016-10-03,90
2016-10-04,99
2016-10-05,100
2016-10-06,95
2016-10-07,91
2016-10-08,82
2016-10-09,79
2016-10-10,90
2016-10-11,95
2016-10-12,92
2016-10-13,93
2016-10-14,91
2016-10-15,83
2016-10-16,79
2016-10-17,89
2016-10-18,90
2016-10-19,88
2016-10-20,94
2016-10-21,91
2016-10-22,82
2016-10-23,80
2016-10-24,92
2016-10-25,93
2016-10-26,91
2016-10-27,95
2016-10-28,87
2016-10-29,83
2016-10-30,84
2016-10-31,92
2016-11-01,97
2016-11-02,100
2016-11-03,97
2016-11-04,94
2016-11-05,86
2016-11-06,84
2016-11-07,95
2016-11-08,94
2016-11-09,90
2016-11-10,98
2016-11-11,93
2016-11-12,84
2016-11-13,83
2016-11-14,98
2016-11-15,99
2016-11-16,99
2016-11-17,98
2016-11-18,97
2016-11-19,89
2016-11-20,83
2016-11-21,95
2016-11-22,95
2016-11-23,93
2016-11-24,90
2016-11-25,91
2016-11-26,83
2016-11-27,84
2016-11-28,93
2016-11-29,96
2016-11-30,94
2016-12-01,97
2016-12-02,93
2016-12-03,85
2016-12-04,81
2016-12-05,91
2016-12-06,93
2016-12-07,95
2016-12-08,91
2016-12-09,100
2016-12-10,98
2016-12-11,88
2016-12-12,90
2016-12-13,91
2016-12-14,96
2016-12-15,96
2016-12-16,93
2016-12-17,84
2016-12-18,82
2016-12-19,92
2016-12-20,92
2016-12-21,92
2016-12-22,88
2016-12-23,89
2016-12-24,87
2016-12-25,88
2016-12-26,84
2016-12-27,86
2016-12-28,88
2016-12-29,90
2016-12-30,83
2016-12-31,80
2017-01-01,85
2017-01-02,89
2017-01-03,99
2017-01-04,96
2017-01-05,98
2017-01-06,97
2017-01-07,88
2017-01-08,86
2017-01-09,94
2017-01-10,97
2017-01-11,98
2017-01-12,97
2017-01-13,95
2017-01-14,85
2017-01-15,85
2017-01-16,94
2017-01-17,98
2017-01-18,95
2017-01-19,99
2017-01-20,94
2017-01-21,85
2017-01-22,83
2017-01-23,99
2017-01-24,100
2017-01-25,95
2017-01-26,94
2017-01-27,94
2017-01-28,88
2017-01-29,85
2017-01-30,92
2017-01-31,97
2017-02-01,92
2017-02-02,96
2017-02-03,95
2017-02-04,82
2017-02-05,78
2017-02-06,93
2017-02-07,94
2017-02-08,93
2017-02-09,94
2017-02-10,94
2017-02-11,84
2017-02-12,80
2017-02-13,95
2017-02-14,100
2017-02-15,94
2017-02-16,96
2017-02-17,90
2017-02-18,85
2017-02-19,79
2017-02-20,90
2017-02-21,95
2017-02-22,91
2017-02-23,100
2017-02-24,98
2017-02-25,86
2017-02-26,83
2017-02-27,91
2017-02-28,95
2017-03-01,97
2017-03-02,97
2017-03-03,95
2017-03-04,85
2017-03-05,81
2017-03-06,90
2017-03-07,93
2017-03-08,100
2017-03-09,94
2017-03-10,94
2017-03-11,82
2017-03-12,79
2017-03-13,90
2017-03-14,90
2017-03-15,96
2017-03-16,93
2017-03-17,92
2017-03-18,82
2017-03-19,81
2017-03-20,94
2017-03-21,95
2017-03-22,95
2017-03-23,92
2017-03-24,89
2017-03-25,85
2017-03-26,79
2017-03-27,93
2017-03-28,92
2017-03-29,94
2017-03-30,92
2017-03-31,91
2017-04-01,87
2017-04-02,82
2017-04-03,95
2017-04-04,95
2017-04-05,92
2017-04-06,96
2017-04-07,90
2017-04-08,81
2017-04-09,79
2017-04-10,89
2017-04-11,92
2017-04-12,93
2017-04-13,92
2017-04-14,86
2017-04-15,79
2017-04-16,80
2017-04-17,87
2017-04-18,95
2017-04-19,92
2017-04-20,94
2017-04-21,92
2017-04-22,84
2017-04-23,81
2017-04-24,95
2017-04-25,95
2017-04-26,100
2017-04-27,99
2017-04-28,97
2017-04-29,83
2017-04-30,82
2017-05-01,91
2017-05-02,95
2017-05-03,99
2017-05-04,97
2017-05-05,95
2017-05-06,87
2017-05-07,84
2017-05-08,94
2017-05-09,97
2017-05-10,93
2017-05-11,98
2017-05-12,95
2017-05-13,83
2017-05-14,82
2017-05-15,98
2017-05-16,98
2017-05-17,98
2017-05-18,100
2017-05-19,95
2017-05-20,84
2017-05-21,81
2017-05-22,95
2017-05-23,94
2017-05-24,95
2017-05-25,94
2017-05-26,93
2017-05-27,79
2017-05-28,78
2017-05-29,91
2017-05-30,92
2017-05-31,92
2017-06-01,100
2017-06-02,92
2017-06-03,83
2017-06-04,80
2017-06-05,92
2017-06-06,96
2017-06-07,94
2017-06-08,91
2017-06-09,92
2017-06-10,84
2017-06-11,80
2017-06-12,90
2017-06-13,93
2017-06-14,92
2017-06-15,91
2017-06-16,91
2017-06-17,86
2017-06-18,84
2017-06-19,93
2017-06-20,95
2017-06-21,92
2017-06-22,94
2017-06-23,88
2017-06-24,84
2017-06-25,82
2017-06-26,93
2017-06-27,95
2017-06-28,93
2017-06-29,93
2017-06-30,96
2017-07-01,94
2017-07-02,88
2017-07-03,100
2017-07-04,100
2017-07-05,96
2017-07-06,96
2017-07-07,96
2017-07-08,90
2017-07-09,84
2017-07-10,99
2017-07-11,94
2017-07-12,98
2017-07-13,97
2017-07-14,93
2017-07-15,88
2017-07-16,86
2017-07-17,97
2017-07-18,95
2017-07-19,94
2017-07-20,94
2017-07-21,95
2017-07-22,87
2017-07-23,83
2017-07-24,94
2017-07-25,95
2017-07-26,87
2017-07-27,86
2017-07-28,85
2017-07-29,85
2017-07-30,81
2017-07-31,86
2017-08-01,92
2017-08-02,92
2017-08-03,92
2017-08-04,90
2017-08-05,85
2017-08-06,83
2017-08-07,89
2017-08-08,88
2017-08-09,93
2017-08-10,93
2017-08-11,93
2017-08-12,86
2017-08-13,86
2017-08-14,92
2017-08-15,91
2017-08-16,94
2017-08-17,95
2017-08-18,94
2017-08-19,86
2017-08-20,86
2017-08-21,92
2017-08-22,95
2017-08-23,96
2017-08-24,96
2017-08-25,95
2017-08-26,88
2017-08-27,86
2017-08-28,92
2017-08-29,100
2017-08-30,98
2017-08-31,97
2017-09-01,93
2017-09-02,82
2017-09-03,81
2017-09-04,87
2017-09-05,93
2017-09-06,91
2017-09-07,92
2017-09-08,90
2017-09-09,82
2017-09-10,81
2017-09-11,90
2017-09-12,93
2017-09-13,96
2017-09-14,95
2017-09-15,93
2017-09-16,84
2017-09-17,79
2017-09-18,95
2017-09-19,93
2017-09-20,93
2017-09-21,95
2017-09-22,96
2017-09-23,85
2017-09-24,83
2017-09-25,92
2017-09-26,96
2017-09-27,100
2017-09-28,94
2017-09-29,92
2017-09-30,85
2017-10-01,82
2017-10-02,96
2017-10-03,97
2017-10-04,99
2017-10-05,99
2017-10-06,96
2017-10-07,84
2017-10-08,83
2017-10-09,92
2017-10-10,97
2017-10-11,95
2017-10-12,96
2017-10-13,93
2017-10-14,83
2017-10-15,82
2017-10-16,93
2017-10-17,98
2017-10-18,96
2017-10-19,99
2017-10-20,93
2017-10-21,84
2017-10-22,82
2017-10-23,100
2017-10-24,93
2017-10-25,93
2017-10-26,97
2017-10-27,94
2017-10-28,84
2017-10-29,85
2017-10-30,93
2017-10-31,97
2017-11-01,96
2017-11-02,94
2017-11-03,95
2017-11-04,83
2017-11-05,86
2017-11-06,97
2017-11-07,100
2017-11-08,100
2017-11-09,99
2017-11-10,93
2017-11-11,87
2017-11-12,84
2017-11-13,98
2017-11-14,99
2017-11-15,99
2017-11-16,96
2017-11-17,95
2017-11-18,86
2017-11-19,84
2017-11-20,93
2017-11-21,93
2017-11-22,92
2017-11-23,88
2017-11-24,88
2017-11-25,88
2017-11-26,85
2017-11-27,91
2017-11-28,96
2017-11-29,93
2017-11-30,95
2017-12-01,92
2017-12-02,85
2017-12-03,85
2017-12-04,100
2017-12-05,100
2017-12-06,98
2017-12-07,95
2017-12-08,91
2017-12-09,87
2017-12-10,85
2017-12-11,94
2017-12-12,98
2017-12-13,96
2017-12-14,97
2017-12-15,96
2017-12-16,85
2017-12-17,80
2017-12-18,92
2017-12-19,93
2017-12-20,94
2017-12-21,93
2017-12-22,92
2017-12-23,82
2017-12-24,86
2017-12-25,91
2017-12-26,88
2017-12-27,92
2017-12-28,87
2017-12-29,87
2017-12-30,84
2017-12-31,83
2018-01-01,87
2018-01-02,93
2018-01-03,90
2018-01-04,90
2018-01-05,90
2018-01-06,87
2018-01-07,82
2018-01-08,94
2018-01-09,94
2018-01-10,95
2018-01-11,94
2018-01-12,95
2018-01-13,88
2018-01-14,82
2018-01-15,91
2018-01-16,95
2018-01-17,96
2018-01-18,96
2018-01-19,93
2018-01-20,85
2018-01-21,84
2018-01-22,96
2018-01-23,95
2018-01-24,97
2018-01-25,100
2018-01-26,92
2018-01-27,85
2018-01-28,82
2018-01-29,95
2018-01-30,100
2018-01-31,97
2018-02-01,97
2018-02-02,96
2018-02-03,85
2018-02-04,82
2018-02-05,94
2018-02-06,100
2018-02-07,93
2018-02-08,98
2018-02-09,100
2018-02-10,89
2018-02-11,84
2018-02-12,97
2018-02-13,97
2018-02-14,98
2018-02-15,100
2018-02-16,97
2018-02-17,88
2018-02-18,84
2018-02-19,93
2018-02-20,97
2018-02-21,97
2018-02-22,99
2018-02-23,96
2018-02-24,89
2018-02-25,82
2018-02-26,96
2018-02-27,97
2018-02-28,97
2018-03-01,94
2018-03-02,92
2018-03-03,82
2018-03-04,81
2018-03-05,92
2018-03-06,97
2018-03-07,97
2018-03-08,100
2018-03-09,95
2018-03-10,85
2018-03-11,84
2018-03-12,94
2018-03-13,96
2018-03-14,95
2018-03-15,93
2018-03-16,91
2018-03-17,83
2018-03-18,78
2018-03-19,95
2018-03-20,93
2018-03-21,97
2018-03-22,95
2018-03-23,92
2018-03-24,81
2018-03-25,81
2018-03-26,94
2018-03-27,91
2018-03-28,93
2018-03-29,92
2018-03-30,85
2018-03-31,80
2018-04-01,80
2018-04-02,89
2018-04-03,93
2018-04-04,94
2018-04-05,92
2018-04-06,90
2018-04-07,81
2018-04-08,80
2018-04-09,94
2018-04-10,94
2018-04-11,96
2018-04-12,94
2018-04-13,93
2018-04-14,84
2018-04-15,83
2018-04-16,94
2018-04-17,94
2018-04-18,100
2018-04-19,98
2018-04-20,96
2018-04-21,86
2018-04-22,87
2018-04-23,99
2018-04-24,97
2018-04-25,100
2018-04-26,97
2018-04-27,96
2018-04-28,87
2018-04-29,85
2018-04-30,99
2018-05-01,93
2018-05-02,95
2018-05-03,100
2018-05-04,99
2018-05-05,84
2018-05-06,81
2018-05-07,96
2018-05-08,97
2018-05-09,100
2018-05-10,99
2018-05-11,92
2018-05-12,85
2018-05-13,84
2018-05-14,98
2018-05-15,97
2018-05-16,95
2018-05-17,95
2018-05-18,94
2018-05-19,79
2018-05-20,84
2018-05-21,93
2018-05-22,99
2018-05-23,98
2018-05-24,95
2018-05-25,90
2018-05-26,82
2018-05-27,82
2018-05-28,86
2018-05-29,97
2018-05-30,94
2018-05-31,90
2018-06-01,95
2018-06-02,87
2018-06-03,85
2018-06-04,98
2018-06-05,100
2018-06-06,99
2018-06-07,98
2018-06-08,97
2018-06-09,88
2018-06-10,89
2018-06-11,99
2018-06-12,93
2018-06-13,95
2018-06-14,95
2018-06-15,94
2018-06-16,86
2018-06-17,90
2018-06-18,99
2018-06-19,97
2018-06-20,97
2018-06-21,97
2018-06-22,95
2018-06-23,87
2018-06-24,85
2018-06-25,96
2018-06-26,95
2018-06-27,95
2018-06-28,98
2018-06-29,96
2018-06-30,89
2018-07-01,88
2018-07-02,94
2018-07-03,96
2018-07-04,100
2018-07-05,94
2018-07-06,90
2018-07-07,88
2018-07-08,84
2018-07-09,92
2018-07-10,94
2018-07-11,94
2018-07-12,95
2018-07-13,96
2018-07-14,89
2018-07-15,87
2018-07-16,95
2018-07-17,96
2018-07-18,95
2018-07-19,95
2018-07-20,92
2018-07-21,87
2018-07-22,83
2018-07-23,93
2018-07-24,94
2018-07-25,94
2018-07-26,94
2018-07-27,92
2018-07-28,87
2018-07-29,85
2018-07-30,92
2018-07-31,94
2018-08-01,94
2018-08-02,92
2018-08-03,86
2018-08-04,85
2018-08-05,79
2018-08-06,86
2018-08-07,89
2018-08-08,88
2018-08-09,91
2018-08-10,86
2018-08-11,82
2018-08-12,81
2018-08-13,90
2018-08-14,90
2018-08-15,91
2018-08-16,94
2018-08-17,90
2018-08-18,83
2018-08-19,79
2018-08-20,90
2018-08-21,93
2018-08-22,94
2018-08-23,91
2018-08-24,92
2018-08-25,87
2018-08-26,82
2018-08-27,96
2018-08-28,100
2018-08-29,100
2018-08-30,95
2018-08-31,92
2018-09-01,81
2018-09-02,79
2018-09-03,87
2018-09-04,95
2018-09-05,96
2018-09-06,96
2018-09-07,94
2018-09-08,82
2018-09-09,83
2018-09-10,96
2018-09-11,100
2018-09-12,95
2018-09-13,96
2018-09-14,96
2018-09-15,83
2018-09-16,81
2018-09-17,96
2018-09-18,94
2018-09-19,97
2018-09-20,96
2018-09-21,95
2018-09-22,81
2018-09-23,79
2018-09-24,97
2018-09-25,96
2018-09-26,96
2018-09-27,97
2018-09-28,93
2018-09-29,79
2018-09-30,81
2018-10-01,97
2018-10-02,93
2018-10-03,94
2018-10-04,93
2018-10-05,89
2018-10-06,81
2018-10-07,79
2018-10-08,89
2018-10-09,99
2018-10-10,97
2018-10-11,96
2018-10-12,91
2018-10-13,81
2018-10-14,80
2018-10-15,95
2018-10-16,95
2018-10-17,96
2018-10-18,93
2018-10-19,92
2018-10-20,78
2018-10-21,77
2018-10-22,93
2018-10-23,90
2018-10-24,92
2018-10-25,95
2018-10-26,91
2018-10-27,82
2018-10-28,79
2018-10-29,96
2018-10-30,100
2018-10-31,97
2018-11-01,96
2018-11-02,96
2018-11-03,85
2018-11-04,80
2018-11-05,94
2018-11-06,96
2018-11-07,92
2018-11-08,96
2018-11-09,92
2018-11-10,82
2018-11-11,81
2018-11-12,93
2018-11-13,98
2018-11-14,97
2018-11-15,93
2018-11-16,91
2018-11-17,84
2018-11-18,80
2018-11-19,94
2018-11-20,97
2018-11-21,91
2018-11-22,87
2018-11-23,87
2018-11-24,84
2018-11-25,80
2018-11-26,97
2018-11-27,96
2018-11-28,98
2018-11-29,100
2018-11-30,94
2018-12-01,83
2018-12-02,83
2018-12-03,95
2018-12-04,100
2018-12-05,99
2018-12-06,98
2018-12-07,96
2018-12-08,82
2018-12-09,79
2018-12-10,96
2018-12-11,98
2018-12-12,96
2018-12-13,97
2018-12-14,91
2018-12-15,81
2018-12-16,77
2018-12-17,88
2018-12-18,91
2018-12-19,89
2018-12-20,88
2018-12-21,89
2018-12-22,81
2018-12-23,78
2018-12-24,83
2018-12-25,85
2018-12-26,82
2018-12-27,85
2018-12-28,82
2018-12-29,78
2018-12-30,78
2018-12-31,79
2019-01-01,81
2019-01-02,91
2019-01-03,93
2019-01-04,90
2019-01-05,82
2019-01-06,82
2019-01-07,95
2019-01-08,100
2019-01-09,97
2019-01-10,95
2019-01-11,97
2019-01-12,84
2019-01-13,85
2019-01-14,97
2019-01-15,98
2019-01-16,96
2019-01-17,96
2019-01-18,94
2019-01-19,81
2019-01-20,79
2019-01-21,88
2019-01-22,97
2019-01-23,96
2019-01-24,99
2019-01-25,96
2019-01-26,85
2019-01-27,82
2019-01-28,94
2019-01-29,94
2019-01-30,93
2019-01-31,97
2019-02-01,93
2019-02-02,83
2019-02-03,81
2019-02-04,94
2019-02-05,100
2019-02-06,95
2019-02-07,97
2019-02-08,96
2019-02-09,82
2019-02-10,80
2019-02-11,96
2019-02-12,95
2019-02-13,98
2019-02-14,100
2019-02-15,92
2019-02-16,84
2019-02-17,81
2019-02-18,89
2019-02-19,96
2019-02-20,93
2019-02-21,96
2019-02-22,96
2019-02-23,84
2019-02-24,81
2019-02-25,97
2019-02-26,98
2019-02-27,95
2019-02-28,97
2019-03-01,89
2019-03-02,82
2019-03-03,77
2019-03-04,88
2019-03-05,92
2019-03-06,90
2019-03-07,93
2019-03-08,95
2019-03-09,80
2019-03-10,77
2019-03-11,96
2019-03-12,96
2019-03-13,94
2019-03-14,94
2019-03-15,89
2019-03-16,79
2019-03-17,80
2019-03-18,94
2019-03-19,94
2019-03-20,100
2019-03-21,96
2019-03-22,94
2019-03-23,78
2019-03-24,73
2019-03-25,91
2019-03-26,92
2019-03-27,94
2019-03-28,93
2019-03-29,90
2019-03-30,80
2019-03-31,77
2019-04-01,100
2019-04-02,100
2019-04-03,98
2019-04-04,100
2019-04-05,99
2019-04-06,83
2019-04-07,83
2019-04-08,96
2019-04-09,96
2019-04-10,97
2019-04-11,99
2019-04-12,98
2019-04-13,84
2019-04-14,83
2019-04-15,96
2019-04-16,99
2019-04-17,98
2019-04-18,95
2019-04-19,89
2019-04-20,84
2019-04-21,80
2019-04-22,93
2019-04-23,98
2019-04-24,98
2019-04-25,95
2019-04-26,95
2019-04-27,82
2019-04-28,85
2019-04-29,97
2019-04-30,97
2019-05-01,83
2019-05-02,84
2019-05-03,83
2019-05-04,71
2019-05-05,69
2019-05-06,85
2019-05-07,88
2019-05-08,86
2019-05-09,83
2019-05-10,83
2019-05-11,72
2019-05-12,74
2019-05-13,90
2019-05-14,91
2019-05-15,90
2019-05-16,87
2019-05-17,84
2019-05-18,71
2019-05-19,71
2019-05-20,100
2019-05-21,91
2019-05-22,90
2019-05-23,85
2019-05-24,86
2019-05-25,72
2019-05-26,69
2019-05-27,77
2019-05-28,83
2019-05-29,83
2019-05-30,80
2019-05-31,80
2019-06-01,81
2019-06-02,80
2019-06-03,94
2019-06-04,100
2019-06-05,91
2019-06-06,95
2019-06-07,94
2019-06-08,84
2019-06-09,82
2019-06-10,93
2019-06-11,97
2019-06-12,98
2019-06-13,94
2019-06-14,95
2019-06-15,82
2019-06-16,83
2019-06-17,94
2019-06-18,97
2019-06-19,93
2019-06-20,91
2019-06-21,92
2019-06-22,81
2019-06-23,82
2019-06-24,91
2019-06-25,97
2019-06-26,91
2019-06-27,90
2019-06-28,89
2019-06-29,81
2019-06-30,80
2019-07-01,86
2019-07-02,90
2019-07-03,90
2019-07-04,89
2019-07-05,87
2019-07-06,77
2019-07-07,79
2019-07-08,90
2019-07-09,91
2019-07-10,89
2019-07-11,89
2019-07-12,87
2019-07-13,78
2019-07-14,74
2019-07-15,87
2019-07-16,90
2019-07-17,88
2019-07-18,98
2019-07-19,100
2019-07-20,87
2019-07-21,81
2019-07-22,99
2019-07-23,100
2019-07-24,98
2019-07-25,97
2019-07-26,97
2019-07-27,86
2019-07-28,81
2019-07-29,99
2019-07-30,100
2019-07-31,95
2019-08-01,97
2019-08-02,99
2019-08-03,86
2019-08-04,79
2019-08-05,100
2019-08-06,100
2019-08-07,98
2019-08-08,99
2019-08-09,95
2019-08-10,82
2019-08-11,83
2019-08-12,94
2019-08-13,90
2019-08-14,86
2019-08-15,90
2019-08-16,90
2019-08-17,81
2019-08-18,79
2019-08-19,91
2019-08-20,97
2019-08-21,95
2019-08-22,97
2019-08-23,92
2019-08-24,82
2019-08-25,81
2019-08-26,95
2019-08-27,96
2019-08-28,93
2019-08-29,96
2019-08-30,90
2019-08-31,82
2019-09-01,73
2019-09-02,82
2019-09-03,90
2019-09-04,89
2019-09-05,92
2019-09-06,85
2019-09-07,76
2019-09-08,76
2019-09-09,92
2019-09-10,93
2019-09-11,90
2019-09-12,93
2019-09-13,90
2019-09-14,78
2019-09-15,76
2019-09-16,92
2019-09-17,93
2019-09-18,96
2019-09-19,93
2019-09-20,94
2019-09-21,76
2019-09-22,75
2019-09-23,93
2019-09-24,91
2019-09-25,92
2019-09-26,94
2019-09-27,100
2019-09-28,78
2019-09-29,76
2019-09-30,96
2019-10-01,99
2019-10-02,100
2019-10-03,99
2019-10-04,97
2019-10-05,80
2019-10-06,78
2019-10-07,94
2019-10-08,98
2019-10-09,99
2019-10-10,97
2019-10-11,94
2019-10-12,80
2019-10-13,81
2019-10-14,96
2019-10-15,98
2019-10-16,94
2019-10-17,98
2019-10-18,91
2019-10-19,78
2019-10-20,79
2019-10-21,94
2019-10-22,100
2019-10-23,96
2019-10-24,95
2019-10-25,92
2019-10-26,79
2019-10-27,78
2019-10-28,91
2019-10-29,94
2019-10-30,91
2019-10-31,97
2019-11-01,86
2019-11-02,77
2019-11-03,77
2019-11-04,95
2019-11-05,95
2019-11-06,92
2019-11-07,97
2019-11-08,92
2019-11-09,78
2019-11-10,77
2019-11-11,92
2019-11-12,93
2019-11-13,93
2019-11-14,96
2019-11-15,91
2019-11-16,78
2019-11-17,78
2019-11-18,94
2019-11-19,100
2019-11-20,99
2019-11-21,95
2019-11-22,92
2019-11-23,77
2019-11-24,75
2019-11-25,93
2019-11-26,91
2019-11-27,88
2019-11-28,87
2019-11-29,84
2019-11-30,78
2019-12-01,71
2019-12-02,85
2019-12-03,88
2019-12-04,91
2019-12-05,89
2019-12-06,84
2019-12-07,80
2019-12-08,80
2019-12-09,99
2019-12-10,100
2019-12-11,86
2019-12-12,87
2019-12-13,81
2019-12-14,72
2019-12-15,70
2019-12-16,83
2019-12-17,82
2019-12-18,81
2019-12-19,81
2019-12-20,78
2019-12-21,69
2019-12-22,68
2019-12-23,75
2019-12-24,73
2019-12-25,76
2019-12-26,75
2019-12-27,74
2019-12-28,71
2019-12-29,68
2019-12-30,76
2019-12-31,73
2020-01-01,82
2020-01-02,94
2020-01-03,89
2020-01-04,82
2020-01-05,81
2020-01-06,96
2020-01-07,98
2020-01-08,96
2020-01-09,99
2020-01-10,95
2020-01-11,81
2020-01-12,82
2020-01-13,93
2020-01-14,96
2020-01-15,99
2020-01-16,97
2020-01-17,96
2020-01-18,81
2020-01-19,79
2020-01-20,93
2020-01-21,98
2020-01-22,99
2020-01-23,100
2020-01-24,96
2020-01-25,83
2020-01-26,78
2020-01-27,93
2020-01-28,99
2020-01-29,99
2020-01-30,100
2020-01-31,99
2020-02-01,81
2020-02-02,79
2020-02-03,94
2020-02-04,97
2020-02-05,100
2020-02-06,99
2020-02-07,97
2020-02-08,82
2020-02-09,80
2020-02-10,97
2020-02-11,98
2020-02-12,95
2020-02-13,97
2020-02-14,96
2020-02-15,81
2020-02-16,82
2020-02-17,91
2020-02-18,99
2020-02-19,96
2020-02-20,97
2020-02-21,96
2020-02-22,80
2020-02-23,79
2020-02-24,95
2020-02-25,95
2020-02-26,99
2020-02-27,96
2020-02-28,95
2020-02-29,81
2020-03-01,70
2020-03-02,87
2020-03-03,89
2020-03-04,92
2020-03-05,89
2020-03-06,88
2020-03-07,75
2020-03-08,76
2020-03-09,91
2020-03-10,91
2020-03-11,85
2020-03-12,86
2020-03-13,87
2020-03-14,77
2020-03-15,76
2020-03-16,88
2020-03-17,93
2020-03-18,95
2020-03-19,94
2020-03-20,94
2020-03-21,83
2020-03-22,81
2020-03-23,93
2020-03-24,100
2020-03-25,95
2020-03-26,96
2020-03-27,97
2020-03-28,82
2020-03-29,81
2020-03-30,98
2020-03-31,95
2020-04-01,92
2020-04-02,92
2020-04-03,94
2020-04-04,79
2020-04-05,80
2020-04-06,92
2020-04-07,91
2020-04-08,90
2020-04-09,88
2020-04-10,81
2020-04-11,77
2020-04-12,76
2020-04-13,87
2020-04-14,91
2020-04-15,94
2020-04-16,90
2020-04-17,88
2020-04-18,78
2020-04-19,77
2020-04-20,90
2020-04-21,94
2020-04-22,95
2020-04-23,92
2020-04-24,88
2020-04-25,74
2020-04-26,72
2020-04-27,96
2020-04-28,100
2020-04-29,96
2020-04-30,93
2020-05-01,91
2020-05-02,80
2020-05-03,76
2020-05-04,99
2020-05-05,96
2020-05-06,97
2020-05-07,100
2020-05-08,100
2020-05-09,78
2020-05-10,75
2020-05-11,92
2020-05-12,91
2020-05-13,92
2020-05-14,88
2020-05-15,87
2020-05-16,77
2020-05-17,75
2020-05-18,87
2020-05-19,87
2020-05-20,90
2020-05-21,89
2020-05-22,84
2020-05-23,75
2020-05-24,75
2020-05-25,84
2020-05-26,90
2020-05-27,86
2020-05-28,87
2020-05-29,86
2020-05-30,73
2020-05-31,75
2020-06-01,92
2020-06-02,100
2020-06-03,93
2020-06-04,95
2020-06-05,92
2020-06-06,82
2020-06-07,79
2020-06-08,95
2020-06-09,94
2020-06-10,94
2020-06-11,94
2020-06-12,93
2020-06-13,80
2020-06-14,81
2020-06-15,94
2020-06-16,94
2020-06-17,96
2020-06-18,93
2020-06-19,91
2020-06-20,83
2020-06-21,81
2020-06-22,93
2020-06-23,95
2020-06-24,93
2020-06-25,91
2020-06-26,88
2020-06-27,80
2020-06-28,78
2020-06-29,91
2020-06-30,97
2020-07-01,100
2020-07-02,99
2020-07-03,93
2020-07-04,85
2020-07-05,85
